asset_id,category,people,name,source_file,export_path,width,height,useful_bbox,pivot_x,pivot_y,slots,animations,frames,fps,palette,priority,phase,status,implemented,reviewed,notes
enramados_villager_head_cap,personagem,enramados,Cabeça cap,art/source/enramados/enramados_villager.aseprite,art/export/enramados/enramados_villager_head_cap.png,96,96,,48,88,head,idle|walk|attack|die|hit|work|build,40,10,empire_working,P1,1,TODO,no,no,head_pool de units.csv (proposta).
enramados_villager_head_helmet_round,personagem,enramados,Cabeça helmet_round,art/source/enramados/enramados_villager.aseprite,art/export/enramados/enramados_villager_head_helmet_round.png,96,96,,48,88,head,idle|walk|attack|die|hit|work|build,40,10,empire_working,P1,1,TODO,no,no,head_pool de units.csv (proposta).
enramados_villager_head_helmet_horned,personagem,enramados,Cabeça helmet_horned,art/source/enramados/enramados_villager.aseprite,art/export/enramados/enramados_villager_head_helmet_horned.png,96,96,,48,88,head,idle|walk|attack|die|hit|work|build,40,10,empire_working,P1,1,TODO,no,no,head_pool de units.csv (proposta).
enramados_villager_head_scarf,personagem,enramados,Cabeça scarf,art/source/enramados/enramados_villager.aseprite,art/export/enramados/enramados_villager_head_scarf.png,96,96,,48,88,head,idle|walk|attack|die|hit|work|build,40,10,empire_working,P1,1,TODO,no,no,head_pool de units.csv (proposta).
enramados_villager_head_hat_builder,personagem,enramados,Cabeça hat_builder,art/source/enramados/enramados_villager.aseprite,art/export/enramados/enramados_villager_head_hat_builder.png,96,96,,48,88,head,idle|walk|attack|die|hit|work|build,40,10,empire_working,P1,1,TODO,no,no,head_pool de units.csv (proposta).
enramados_villager_head_mustache_bald,personagem,enramados,Cabeça mustache_bald,art/source/enramados/enramados_villager.aseprite,art/export/enramados/enramados_villager_head_mustache_bald.png,96,96,,48,88,head,idle|walk|attack|die|hit|work|build,40,10,empire_working,P1,1,TODO,no,no,head_pool de units.csv (proposta).
enramados_villager_head_hat_chef,personagem,enramados,Cabeça hat_chef,art/source/enramados/enramados_villager.aseprite,art/export/enramados/enramados_villager_head_hat_chef.png,96,96,,48,88,head,idle|walk|attack|die|hit|work|build,40,10,empire_working,P1,1,TODO,no,no,head_pool de units.csv (proposta).
enramados_villager_head_hat_feather,personagem,enramados,Cabeça hat_feather,art/source/enramados/enramados_villager.aseprite,art/export/enramados/enramados_villager_head_hat_feather.png,96,96,,48,88,head,idle|walk|attack|die|hit|work|build,40,10,empire_working,P1,1,TODO,no,no,head_pool de units.csv (proposta).
enramados_villager_head_hat_bard,personagem,enramados,Cabeça hat_bard,art/source/enramados/enramados_villager.aseprite,art/export/enramados/enramados_villager_head_hat_bard.png,96,96,,48,88,head,idle|walk|attack|die|hit|work|build,40,10,empire_working,P1,1,TODO,no,no,head_pool de units.csv (proposta).
enramados_villager_head_bandana,personagem,enramados,Cabeça bandana,art/source/enramados/enramados_villager.aseprite,art/export/enramados/enramados_villager_head_bandana.png,96,96,,48,88,head,idle|walk|attack|die|hit|work|build,40,10,empire_working,P1,1,TODO,no,no,head_pool de units.csv (proposta).
enramados_villager_weapon_bow_l1,arma,enramados,Arma bow nível 1,art/source/enramados/enramados_villager.aseprite,art/export/enramados/enramados_villager_weapon_bow_l1.png,96,96,,48,88,weapon,idle|walk|attack|die|hit|work|build,40,10,empire_working,P1,1,TODO,no,no,"4 níveis por família + a arma saqueada (§09, §22)."
enramados_villager_weapon_bow_l2,arma,enramados,Arma bow nível 2,art/source/enramados/enramados_villager.aseprite,art/export/enramados/enramados_villager_weapon_bow_l2.png,96,96,,48,88,weapon,idle|walk|attack|die|hit|work|build,40,10,empire_working,P2,2,TODO,no,no,"4 níveis por família + a arma saqueada (§09, §22)."
enramados_villager_weapon_bow_l3,arma,enramados,Arma bow nível 3,art/source/enramados/enramados_villager.aseprite,art/export/enramados/enramados_villager_weapon_bow_l3.png,96,96,,48,88,weapon,idle|walk|attack|die|hit|work|build,40,10,empire_working,P2,2,TODO,no,no,"4 níveis por família + a arma saqueada (§09, §22)."
enramados_villager_weapon_bow_l4,arma,enramados,Arma bow nível 4,art/source/enramados/enramados_villager.aseprite,art/export/enramados/enramados_villager_weapon_bow_l4.png,96,96,,48,88,weapon,idle|walk|attack|die|hit|work|build,40,10,empire_working,P2,2,TODO,no,no,"4 níveis por família + a arma saqueada (§09, §22)."
enramados_villager_weapon_dagger_l1,arma,enramados,Arma dagger nível 1,art/source/enramados/enramados_villager.aseprite,art/export/enramados/enramados_villager_weapon_dagger_l1.png,96,96,,48,88,weapon,idle|walk|attack|die|hit|work|build,40,10,empire_working,P1,1,TODO,no,no,"4 níveis por família + a arma saqueada (§09, §22)."
enramados_villager_weapon_dagger_l2,arma,enramados,Arma dagger nível 2,art/source/enramados/enramados_villager.aseprite,art/export/enramados/enramados_villager_weapon_dagger_l2.png,96,96,,48,88,weapon,idle|walk|attack|die|hit|work|build,40,10,empire_working,P2,2,TODO,no,no,"4 níveis por família + a arma saqueada (§09, §22)."
enramados_villager_weapon_dagger_l3,arma,enramados,Arma dagger nível 3,art/source/enramados/enramados_villager.aseprite,art/export/enramados/enramados_villager_weapon_dagger_l3.png,96,96,,48,88,weapon,idle|walk|attack|die|hit|work|build,40,10,empire_working,P2,2,TODO,no,no,"4 níveis por família + a arma saqueada (§09, §22)."
enramados_villager_weapon_dagger_l4,arma,enramados,Arma dagger nível 4,art/source/enramados/enramados_villager.aseprite,art/export/enramados/enramados_villager_weapon_dagger_l4.png,96,96,,48,88,weapon,idle|walk|attack|die|hit|work|build,40,10,empire_working,P2,2,TODO,no,no,"4 níveis por família + a arma saqueada (§09, §22)."
enramados_villager_weapon_hammer_l1,arma,enramados,Arma hammer nível 1,art/source/enramados/enramados_villager.aseprite,art/export/enramados/enramados_villager_weapon_hammer_l1.png,96,96,,48,88,weapon,idle|walk|attack|die|hit|work|build,40,10,empire_working,P1,1,TODO,no,no,"4 níveis por família + a arma saqueada (§09, §22)."
enramados_villager_weapon_hammer_l2,arma,enramados,Arma hammer nível 2,art/source/enramados/enramados_villager.aseprite,art/export/enramados/enramados_villager_weapon_hammer_l2.png,96,96,,48,88,weapon,idle|walk|attack|die|hit|work|build,40,10,empire_working,P2,2,TODO,no,no,"4 níveis por família + a arma saqueada (§09, §22)."
enramados_villager_weapon_hammer_l3,arma,enramados,Arma hammer nível 3,art/source/enramados/enramados_villager.aseprite,art/export/enramados/enramados_villager_weapon_hammer_l3.png,96,96,,48,88,weapon,idle|walk|attack|die|hit|work|build,40,10,empire_working,P2,2,TODO,no,no,"4 níveis por família + a arma saqueada (§09, §22)."
enramados_villager_weapon_hammer_l4,arma,enramados,Arma hammer nível 4,art/source/enramados/enramados_villager.aseprite,art/export/enramados/enramados_villager_weapon_hammer_l4.png,96,96,,48,88,weapon,idle|walk|attack|die|hit|work|build,40,10,empire_working,P2,2,TODO,no,no,"4 níveis por família + a arma saqueada (§09, §22)."
enramados_villager_weapon_spear_l1,arma,enramados,Arma spear nível 1,art/source/enramados/enramados_villager.aseprite,art/export/enramados/enramados_villager_weapon_spear_l1.png,96,96,,48,88,weapon,idle|walk|attack|die|hit|work|build,40,10,empire_working,P1,1,TODO,no,no,"4 níveis por família + a arma saqueada (§09, §22)."
enramados_villager_weapon_spear_l2,arma,enramados,Arma spear nível 2,art/source/enramados/enramados_villager.aseprite,art/export/enramados/enramados_villager_weapon_spear_l2.png,96,96,,48,88,weapon,idle|walk|attack|die|hit|work|build,40,10,empire_working,P2,2,TODO,no,no,"4 níveis por família + a arma saqueada (§09, §22)."
enramados_villager_weapon_spear_l3,arma,enramados,Arma spear nível 3,art/source/enramados/enramados_villager.aseprite,art/export/enramados/enramados_villager_weapon_spear_l3.png,96,96,,48,88,weapon,idle|walk|attack|die|hit|work|build,40,10,empire_working,P2,2,TODO,no,no,"4 níveis por família + a arma saqueada (§09, §22)."
enramados_villager_weapon_spear_l4,arma,enramados,Arma spear nível 4,art/source/enramados/enramados_villager.aseprite,art/export/enramados/enramados_villager_weapon_spear_l4.png,96,96,,48,88,weapon,idle|walk|attack|die|hit|work|build,40,10,empire_working,P2,2,TODO,no,no,"4 níveis por família + a arma saqueada (§09, §22)."
enramados_villager_weapon_sword_l1,arma,enramados,Arma sword nível 1,art/source/enramados/enramados_villager.aseprite,art/export/enramados/enramados_villager_weapon_sword_l1.png,96,96,,48,88,weapon,idle|walk|attack|die|hit|work|build,40,10,empire_working,P1,1,TODO,no,no,"4 níveis por família + a arma saqueada (§09, §22)."
enramados_villager_weapon_sword_l2,arma,enramados,Arma sword nível 2,art/source/enramados/enramados_villager.aseprite,art/export/enramados/enramados_villager_weapon_sword_l2.png,96,96,,48,88,weapon,idle|walk|attack|die|hit|work|build,40,10,empire_working,P2,2,TODO,no,no,"4 níveis por família + a arma saqueada (§09, §22)."
enramados_villager_weapon_sword_l3,arma,enramados,Arma sword nível 3,art/source/enramados/enramados_villager.aseprite,art/export/enramados/enramados_villager_weapon_sword_l3.png,96,96,,48,88,weapon,idle|walk|attack|die|hit|work|build,40,10,empire_working,P2,2,TODO,no,no,"4 níveis por família + a arma saqueada (§09, §22)."
enramados_villager_weapon_sword_l4,arma,enramados,Arma sword nível 4,art/source/enramados/enramados_villager.aseprite,art/export/enramados/enramados_villager_weapon_sword_l4.png,96,96,,48,88,weapon,idle|walk|attack|die|hit|work|build,40,10,empire_working,P2,2,TODO,no,no,"4 níveis por família + a arma saqueada (§09, §22)."
enramados_villager_shield_l1,arma,enramados,Escudo nível 1,art/source/enramados/enramados_villager.aseprite,art/export/enramados/enramados_villager_shield_l1.png,96,96,,48,88,shield,idle|walk|attack|die|hit|work|build,40,10,empire_working,P2,2,TODO,no,no,Lanceiro.
enramados_villager_shield_l2,arma,enramados,Escudo nível 2,art/source/enramados/enramados_villager.aseprite,art/export/enramados/enramados_villager_shield_l2.png,96,96,,48,88,shield,idle|walk|attack|die|hit|work|build,40,10,empire_working,P2,2,TODO,no,no,Lanceiro.
enramados_villager_shield_l3,arma,enramados,Escudo nível 3,art/source/enramados/enramados_villager.aseprite,art/export/enramados/enramados_villager_shield_l3.png,96,96,,48,88,shield,idle|walk|attack|die|hit|work|build,40,10,empire_working,P2,2,TODO,no,no,Lanceiro.
enramados_villager_shield_l4,arma,enramados,Escudo nível 4,art/source/enramados/enramados_villager.aseprite,art/export/enramados/enramados_villager_shield_l4.png,96,96,,48,88,shield,idle|walk|attack|die|hit|work|build,40,10,empire_working,P2,2,TODO,no,no,Lanceiro.
enramados_monarch_body,personagem,enramados,Corpo-base monarch (escala 3),art/source/enramados/enramados_monarch.aseprite,art/export/enramados/enramados_monarch_body.png,128,128,35×62,64,120,body,idle|walk|attack|die|hit|work|build,40,10,empire_working,P0,1,TODO,no,no,O rei da varanda com coroa torta (§04). Design fechado.
enramados_monarch_face,personagem,enramados,Rostos monarch: normal · hurt · hit · fear (+ angry · charmed · rotten · sleep),art/source/enramados/enramados_monarch.aseprite,art/export/enramados/enramados_monarch_face_<estado>.png,128,128,≈10×10,64,120,face,idle|walk|attack|die|hit|work|build,40,10,empire_working,P1,1,TODO,no,no,"EXPRESSION_GUIDE §2. Fatia vertical: normal, hurt, hit, fear."
enramados_monarch_head_crown_crooked,personagem,enramados,Cabeça crown_crooked,art/source/enramados/enramados_monarch.aseprite,art/export/enramados/enramados_monarch_head_crown_crooked.png,128,128,,64,120,head,idle|walk|attack|die|hit|work|build,40,10,empire_working,P1,1,TODO,no,no,head_pool de units.csv (proposta).
enramados_monarch_weapon_sword_l1,arma,enramados,Arma sword nível 1,art/source/enramados/enramados_monarch.aseprite,art/export/enramados/enramados_monarch_weapon_sword_l1.png,128,128,,64,120,weapon,idle|walk|attack|die|hit|work|build,40,10,empire_working,P1,1,TODO,no,no,"4 níveis por família + a arma saqueada (§09, §22)."
enramados_monarch_weapon_sword_l2,arma,enramados,Arma sword nível 2,art/source/enramados/enramados_monarch.aseprite,art/export/enramados/enramados_monarch_weapon_sword_l2.png,128,128,,64,120,weapon,idle|walk|attack|die|hit|work|build,40,10,empire_working,P2,2,TODO,no,no,"4 níveis por família + a arma saqueada (§09, §22)."
enramados_monarch_weapon_sword_l3,arma,enramados,Arma sword nível 3,art/source/enramados/enramados_monarch.aseprite,art/export/enramados/enramados_monarch_weapon_sword_l3.png,128,128,,64,120,weapon,idle|walk|attack|die|hit|work|build,40,10,empire_working,P2,2,TODO,no,no,"4 níveis por família + a arma saqueada (§09, §22)."
enramados_monarch_weapon_sword_l4,arma,enramados,Arma sword nível 4,art/source/enramados/enramados_monarch.aseprite,art/export/enramados/enramados_monarch_weapon_sword_l4.png,128,128,,64,120,weapon,idle|walk|attack|die|hit|work|build,40,10,empire_working,P2,2,TODO,no,no,"4 níveis por família + a arma saqueada (§09, §22)."
enramados_elite_body,personagem,enramados,Corpo-base elite (escala 3),art/source/enramados/enramados_elite.aseprite,art/export/enramados/enramados_elite_body.png,128,128,35×62,64,120,body,idle|walk|attack|die|hit|work|build,40,10,empire_working,P0,1,TODO,no,no,Berserker e elites de escala 3.
enramados_elite_face,personagem,enramados,Rostos elite: normal · hurt · hit · fear (+ angry · charmed · rotten · sleep),art/source/enramados/enramados_elite.aseprite,art/export/enramados/enramados_elite_face_<estado>.png,128,128,≈10×10,64,120,face,idle|walk|attack|die|hit|work|build,40,10,empire_working,P1,1,TODO,no,no,"EXPRESSION_GUIDE §2. Fatia vertical: normal, hurt, hit, fear."
enramados_elite_head_bare,personagem,enramados,Cabeça bare,art/source/enramados/enramados_elite.aseprite,art/export/enramados/enramados_elite_head_bare.png,128,128,,64,120,head,idle|walk|attack|die|hit|work|build,40,10,empire_working,P1,2,TODO,no,no,head_pool de units.csv (proposta).
enramados_elite_head_root_crown,personagem,enramados,Cabeça root_crown,art/source/enramados/enramados_elite.aseprite,art/export/enramados/enramados_elite_head_root_crown.png,128,128,,64,120,head,idle|walk|attack|die|hit|work|build,40,10,empire_working,P1,2,TODO,no,no,head_pool de units.csv (proposta).
enramados_elite_weapon_club_l1,arma,enramados,Arma club nível 1,art/source/enramados/enramados_elite.aseprite,art/export/enramados/enramados_elite_weapon_club_l1.png,128,128,,64,120,weapon,idle|walk|attack|die|hit|work|build,40,10,empire_working,P1,1,TODO,no,no,"4 níveis por família + a arma saqueada (§09, §22)."
enramados_elite_weapon_club_l2,arma,enramados,Arma club nível 2,art/source/enramados/enramados_elite.aseprite,art/export/enramados/enramados_elite_weapon_club_l2.png,128,128,,64,120,weapon,idle|walk|attack|die|hit|work|build,40,10,empire_working,P2,2,TODO,no,no,"4 níveis por família + a arma saqueada (§09, §22)."
enramados_elite_weapon_club_l3,arma,enramados,Arma club nível 3,art/source/enramados/enramados_elite.aseprite,art/export/enramados/enramados_elite_weapon_club_l3.png,128,128,,64,120,weapon,idle|walk|attack|die|hit|work|build,40,10,empire_working,P2,2,TODO,no,no,"4 níveis por família + a arma saqueada (§09, §22)."
enramados_elite_weapon_club_l4,arma,enramados,Arma club nível 4,art/source/enramados/enramados_elite.aseprite,art/export/enramados/enramados_elite_weapon_club_l4.png,128,128,,64,120,weapon,idle|walk|attack|die|hit|work|build,40,10,empire_working,P2,2,TODO,no,no,"4 níveis por família + a arma saqueada (§09, §22)."
portuarios_squire_kit,personagem,portuarios,Corpo-base squire com todas as camadas (escala 1),art/source/portuarios/portuarios_squire.aseprite,art/export/portuarios/portuarios_squire_<camada>.png,64,64,≈22×34,32,56,body|face|head|weapon|shield|overlay,idle|walk|attack|die|hit|run|work|carry|flee|interact|celebrate|sleep,68,10,empire_working,P3,7,TODO,no,no,Expandir por camada no início da fase do povo.
portuarios_villager_kit,personagem,portuarios,Corpo-base villager com todas as camadas (escala 2),art/source/portuarios/portuarios_villager.aseprite,art/export/portuarios/portuarios_villager_<camada>.png,96,96,24×47,48,88,body|face|head|weapon|shield|overlay,idle|walk|attack|die|hit|run|work|carry|flee|interact|celebrate|sleep,68,10,empire_working,P3,7,TODO,no,no,Expandir por camada no início da fase do povo.
portuarios_monarch_kit,personagem,portuarios,Corpo-base monarch com todas as camadas (escala 3),art/source/portuarios/portuarios_monarch.aseprite,art/export/portuarios/portuarios_monarch_<camada>.png,128,128,35×62,64,120,body|face|head|weapon|shield|overlay,idle|walk|attack|die|hit|run|work|carry|flee|interact|celebrate|sleep,68,10,empire_working,P3,7,TODO,no,no,Expandir por camada no início da fase do povo.
portuarios_elite_kit,personagem,portuarios,Corpo-base elite com todas as camadas (escala 3),art/source/portuarios/portuarios_elite.aseprite,art/export/portuarios/portuarios_elite_<camada>.png,128,128,35×62,64,120,body|face|head|weapon|shield|overlay,idle|walk|attack|die|hit|run|work|carry|flee|interact|celebrate|sleep,68,10,empire_working,P3,7,TODO,no,no,Expandir por camada no início da fase do povo.
fenda_squire_kit,personagem,fenda,Corpo-base squire com todas as camadas (escala 1),art/source/fenda/fenda_squire.aseprite,art/export/fenda/fenda_squire_<camada>.png,64,64,≈22×34,32,56,body|face|head|weapon|shield|overlay,idle|walk|attack|die|hit|run|work|carry|flee|interact|celebrate|sleep,68,10,empire_working,P3,7,TODO,no,no,Expandir por camada no início da fase do povo.
fenda_villager_kit,personagem,fenda,Corpo-base villager com todas as camadas (escala 2),art/source/fenda/fenda_villager.aseprite,art/export/fenda/fenda_villager_<camada>.png,96,96,24×47,48,88,body|face|head|weapon|shield|overlay,idle|walk|attack|die|hit|run|work|carry|flee|interact|celebrate|sleep,68,10,empire_working,P3,7,TODO,no,no,Expandir por camada no início da fase do povo.
fenda_monarch_kit,personagem,fenda,Corpo-base monarch com todas as camadas (escala 3),art/source/fenda/fenda_monarch.aseprite,art/export/fenda/fenda_monarch_<camada>.png,128,128,35×62,64,120,body|face|head|weapon|shield|overlay,idle|walk|attack|die|hit|run|work|carry|flee|interact|celebrate|sleep,68,10,empire_working,P3,7,TODO,no,no,Expandir por camada no início da fase do povo.
fenda_elite_kit,personagem,fenda,Corpo-base elite com todas as camadas (escala 3),art/source/fenda/fenda_elite.aseprite,art/export/fenda/fenda_elite_<camada>.png,128,128,35×62,64,120,body|face|head|weapon|shield|overlay,idle|walk|attack|die|hit|run|work|carry|flee|interact|celebrate|sleep,68,10,empire_working,P3,7,TODO,no,no,Expandir por camada no início da fase do povo.
horta_squire_kit,personagem,horta,Corpo-base squire com todas as camadas (escala 1),art/source/horta/horta_squire.aseprite,art/export/horta/horta_squire_<camada>.png,64,64,≈22×34,32,56,body|face|head|weapon|shield|overlay,idle|walk|attack|die|hit|run|work|carry|flee|interact|celebrate|sleep,68,10,empire_working,P3,7,TODO,no,no,Expandir por camada no início da fase do povo.
horta_villager_kit,personagem,horta,Corpo-base villager com todas as camadas (escala 2),art/source/horta/horta_villager.aseprite,art/export/horta/horta_villager_<camada>.png,96,96,24×47,48,88,body|face|head|weapon|shield|overlay,idle|walk|attack|die|hit|run|work|carry|flee|interact|celebrate|sleep,68,10,empire_working,P3,7,DRAWING,no,no,Archer Leek — §01. Expandir por camada no início da fase do povo.
horta_monarch_kit,personagem,horta,Corpo-base monarch com todas as camadas (escala 3),art/source/horta/horta_monarch.aseprite,art/export/horta/horta_monarch_<camada>.png,128,128,35×62,64,120,body|face|head|weapon|shield|overlay,idle|walk|attack|die|hit|run|work|carry|flee|interact|celebrate|sleep,68,10,empire_working,P3,7,TODO,no,no,Expandir por camada no início da fase do povo.
horta_elite_kit,personagem,horta,Corpo-base elite com todas as camadas (escala 3),art/source/horta/horta_elite.aseprite,art/export/horta/horta_elite_<camada>.png,128,128,35×62,64,120,body|face|head|weapon|shield|overlay,idle|walk|attack|die|hit|run|work|carry|flee|interact|celebrate|sleep,68,10,empire_working,P3,7,DRAWING,no,no,"Knight Potato (35×64, idle 6 frames) — §01. Expandir por camada no início da fase do povo."
fornalha_squire_kit,personagem,fornalha,Corpo-base squire com todas as camadas (escala 1),art/source/fornalha/fornalha_squire.aseprite,art/export/fornalha/fornalha_squire_<camada>.png,64,64,≈22×34,32,56,body|face|head|weapon|shield|overlay,idle|walk|attack|die|hit|run|work|carry|flee|interact|celebrate|sleep,68,10,empire_working,P3,7,TODO,no,no,Expandir por camada no início da fase do povo.
fornalha_villager_kit,personagem,fornalha,Corpo-base villager com todas as camadas (escala 2),art/source/fornalha/fornalha_villager.aseprite,art/export/fornalha/fornalha_villager_<camada>.png,96,96,24×47,48,88,body|face|head|weapon|shield|overlay,idle|walk|attack|die|hit|run|work|carry|flee|interact|celebrate|sleep,68,10,empire_working,P3,7,TODO,no,no,Expandir por camada no início da fase do povo.
fornalha_monarch_kit,personagem,fornalha,Corpo-base monarch com todas as camadas (escala 3),art/source/fornalha/fornalha_monarch.aseprite,art/export/fornalha/fornalha_monarch_<camada>.png,128,128,35×62,64,120,body|face|head|weapon|shield|overlay,idle|walk|attack|die|hit|run|work|carry|flee|interact|celebrate|sleep,68,10,empire_working,P3,7,TODO,no,no,Expandir por camada no início da fase do povo.
fornalha_elite_kit,personagem,fornalha,Corpo-base elite com todas as camadas (escala 3),art/source/fornalha/fornalha_elite.aseprite,art/export/fornalha/fornalha_elite_<camada>.png,128,128,35×62,64,120,body|face|head|weapon|shield|overlay,idle|walk|attack|die|hit|run|work|carry|flee|interact|celebrate|sleep,68,10,empire_working,P3,7,TODO,no,no,Expandir por camada no início da fase do povo.
sobraiz_squire_kit,personagem,sobraiz,Corpo-base squire com todas as camadas (escala 1),art/source/sobraiz/sobraiz_squire.aseprite,art/export/sobraiz/sobraiz_squire_<camada>.png,64,64,≈22×34,32,56,body|face|head|weapon|shield|overlay,idle|walk|attack|die|hit|run|work|carry|flee|interact|celebrate|sleep,68,10,empire_working,P3,7,TODO,no,no,Expandir por camada no início da fase do povo.
sobraiz_villager_kit,personagem,sobraiz,Corpo-base villager com todas as camadas (escala 2),art/source/sobraiz/sobraiz_villager.aseprite,art/export/sobraiz/sobraiz_villager_<camada>.png,96,96,24×47,48,88,body|face|head|weapon|shield|overlay,idle|walk|attack|die|hit|run|work|carry|flee|interact|celebrate|sleep,68,10,empire_working,P3,7,TODO,no,no,Expandir por camada no início da fase do povo.
sobraiz_monarch_kit,personagem,sobraiz,Corpo-base monarch com todas as camadas (escala 3),art/source/sobraiz/sobraiz_monarch.aseprite,art/export/sobraiz/sobraiz_monarch_<camada>.png,128,128,35×62,64,120,body|face|head|weapon|shield|overlay,idle|walk|attack|die|hit|run|work|carry|flee|interact|celebrate|sleep,68,10,empire_working,P3,7,TODO,no,no,Expandir por camada no início da fase do povo.
sobraiz_elite_kit,personagem,sobraiz,Corpo-base elite com todas as camadas (escala 3),art/source/sobraiz/sobraiz_elite.aseprite,art/export/sobraiz/sobraiz_elite_<camada>.png,128,128,35×62,64,120,body|face|head|weapon|shield|overlay,idle|walk|attack|die|hit|run|work|carry|flee|interact|celebrate|sleep,68,10,empire_working,P3,7,TODO,no,no,Expandir por camada no início da fase do povo.
neutral_buried_knight,personagem,neutral,Cavaleiro Enterrado,art/source/neutral/neutral_buried_knight.aseprite,art/export/neutral/neutral_buried_knight_<camada>.png,128,128,35×62,64,120,body|face|overlay,idle|walk|attack|die|hit|heal,36,10,empire_working,P3,6,TODO,no,no,Cura sentado; a vegetação é efeito (§08).
neutral_sealed_knight,personagem,neutral,Cavaleiro Selado com o cavalo,art/source/neutral/neutral_sealed_knight.aseprite,art/export/neutral/neutral_sealed_knight_<camada>.png,192,192,,96,184,body|face|overlay,idle|ride|attack|die|hit,34,10,empire_working,P3,6,TODO,no,no,Corpo + cavalo no mesmo body (ASSET_BIBLE §2).
rot_crawler,criatura,rot,Crawler,art/source/rot/rot_crawler.aseprite,art/export/rot/rot_crawler_<camada>.png,64,64,,32,56,body|face|overlay,spawn|idle|walk|attack|die,30,10,empire_working,P1,1,TODO,no,no,Design por fazer; o vocabulário visual existe (§22). A dissolução é shader.
rot_winged,criatura,rot,Winged,art/source/rot/rot_winged.aseprite,art/export/rot/rot_winged_<camada>.png,96,96,,48,88,body|face|overlay,spawn|idle|walk|attack|die,30,10,empire_working,P1,1,TODO,no,no,Design por fazer; o vocabulário visual existe (§22). A dissolução é shader.
rot_brute,criatura,rot,Brute,art/source/rot/rot_brute.aseprite,art/export/rot/rot_brute_<camada>.png,128,128,,64,120,body|face|overlay,spawn|idle|walk|attack|die,30,10,empire_working,P1,1,TODO,no,no,Design por fazer; o vocabulário visual existe (§22). A dissolução é shader.
rot_burrower,criatura,rot,Burrower,art/source/rot/rot_burrower.aseprite,art/export/rot/rot_burrower_<camada>.png,96,96,,48,88,body|face|overlay,spawn|idle|walk|attack|die,30,10,empire_working,P3,3,TODO,no,no,Design por fazer; o vocabulário visual existe (§22). A dissolução é shader.
